second,Volt
+228.2000E-06,+656.2500000E-03
+228.4000E-06,+671.8750000E-03
+228.6000E-06,+671.8750000E-03
+228.8000E-06,+656.2500000E-03
+229.0000E-06,+640.6250000E-03
+229.2000E-06,+671.8750000E-03
+229.4000E-06,+656.2500000E-03
+229.6000E-06,+671.8750000E-03
+229.8000E-06,+671.8750000E-03
+230.0000E-06,+671.8750000E-03
+230.2000E-06,+671.8750000E-03
+230.4000E-06,+671.8750000E-03
+230.6000E-06,+671.8750000E-03
+230.8000E-06,+656.2500000E-03
+231.0000E-06,+656.2500000E-03
+231.2000E-06,+656.2500000E-03
+231.4000E-06,+671.8750000E-03
+231.6000E-06,+656.2500000E-03
+231.8000E-06,+656.2500000E-03
+232.0000E-06,+671.8750000E-03
+232.2000E-06,+640.6250000E-03
+232.4000E-06,+640.6250000E-03
+232.6000E-06,+640.6250000E-03
+232.8000E-06,+640.6250000E-03
+233.0000E-06,+656.2500000E-03
+233.2000E-06,+656.2500000E-03
+233.4000E-06,+640.6250000E-03
+233.6000E-06,+656.2500000E-03
+233.8000E-06,+656.2500000E-03
+234.0000E-06,+625.0000000E-03
+234.2000E-06,+656.2500000E-03
+234.4000E-06,+656.2500000E-03
+234.6000E-06,+640.6250000E-03
+234.8000E-06,+656.2500000E-03
