second,Volt
+132.2000E-06,-43.7499881E-03
+132.4000E-06,-43.7499881E-03
+132.6000E-06,-43.7499881E-03
+132.8000E-06,-74.9999881E-03
+133.0000E-06,-43.7499881E-03
+133.2000E-06,-74.9999881E-03
+133.4000E-06,-43.7499881E-03
+133.6000E-06,-43.7499881E-03
+133.8000E-06,-74.9999881E-03
+134.0000E-06,-43.7499881E-03
+134.2000E-06,-43.7499881E-03
+134.4000E-06,-43.7499881E-03
+134.6000E-06,-74.9999881E-03
+134.8000E-06,-43.7499881E-03
+135.0000E-06,-43.7499881E-03
+135.2000E-06,-43.7499881E-03
+135.4000E-06,-74.9999881E-03
+135.6000E-06,-43.7499881E-03
+135.8000E-06,-43.7499881E-03
+136.0000E-06,-43.7499881E-03
+136.2000E-06,-43.7499881E-03
+136.4000E-06,-43.7499881E-03
+136.6000E-06,-43.7499881E-03
+136.8000E-06,-43.7499881E-03
+137.0000E-06,-43.7499881E-03
+137.2000E-06,-74.9999881E-03
+137.4000E-06,-43.7499881E-03
+137.6000E-06,-43.7499881E-03
+137.8000E-06,-43.7499881E-03
+138.0000E-06,-43.7499881E-03
+138.2000E-06,-43.7499881E-03
+138.4000E-06,-43.7499881E-03
+138.6000E-06,-74.9999881E-03
+138.8000E-06,-43.7499881E-03
+139.0000E-06,-43.7499881E-03
+139.2000E-06,-43.7499881E-03
+139.4000E-06,-43.7499881E-03
+139.6000E-06,-43.7499881E-03
+139.8000E-06,-43.7499881E-03
+140.0000E-06,+2.2062500119E+00
+140.2000E-06,+2.3312500119E+00
+140.4000E-06,+2.3312500119E+00
+140.6000E-06,+2.3312500119E+00
+140.8000E-06,+2.3000000119E+00
+141.0000E-06,+2.3000000119E+00
+141.2000E-06,+2.3312500119E+00
+141.4000E-06,+2.3000000119E+00
+141.6000E-06,+2.3000000119E+00
+141.8000E-06,+2.3000000119E+00
+142.0000E-06,+2.3000000119E+00
+142.2000E-06,+2.3000000119E+00
+142.4000E-06,+2.2687500119E+00
+142.6000E-06,+2.2687500119E+00
+142.8000E-06,+2.3000000119E+00
+143.0000E-06,+2.2687500119E+00
+143.2000E-06,+2.2687500119E+00
+143.4000E-06,+2.3000000119E+00
+143.6000E-06,+2.2687500119E+00
+143.8000E-06,+2.2687500119E+00
+144.0000E-06,-231.2499881E-03
+144.2000E-06,-168.7499881E-03
+144.4000E-06,-137.4999881E-03
+144.6000E-06,-137.4999881E-03
+144.8000E-06,-137.4999881E-03
+145.0000E-06,-137.4999881E-03
+145.2000E-06,-106.2499881E-03
+145.4000E-06,-106.2499881E-03
+145.6000E-06,-106.2499881E-03
+145.8000E-06,-106.2499881E-03
+146.0000E-06,-137.4999881E-03
+146.2000E-06,-74.9999881E-03
+146.4000E-06,-74.9999881E-03
+146.6000E-06,-74.9999881E-03
+146.8000E-06,-43.7499881E-03
+147.0000E-06,-74.9999881E-03
+147.2000E-06,-43.7499881E-03
+147.4000E-06,-74.9999881E-03
+147.6000E-06,-43.7499881E-03
+147.8000E-06,-43.7499881E-03
+148.0000E-06,-43.7499881E-03
+148.2000E-06,-43.7499881E-03
+148.4000E-06,-43.7499881E-03
+148.6000E-06,-43.7499881E-03
+148.8000E-06,-43.7499881E-03
+149.0000E-06,-43.7499881E-03
+149.2000E-06,-43.7499881E-03
+149.4000E-06,-43.7499881E-03
+149.6000E-06,-43.7499881E-03
+149.8000E-06,-43.7499881E-03
+150.0000E-06,-43.7499881E-03
+150.2000E-06,-43.7499881E-03
+150.4000E-06,-43.7499881E-03
+150.6000E-06,-74.9999881E-03
+150.8000E-06,-43.7499881E-03
+151.0000E-06,-43.7499881E-03
+151.2000E-06,-43.7499881E-03
+151.4000E-06,-43.7499881E-03
+151.6000E-06,-43.7499881E-03
+151.8000E-06,-74.9999881E-03
+152.0000E-06,-74.9999881E-03
+152.2000E-06,-43.7499881E-03
+152.4000E-06,-43.7499881E-03
+152.6000E-06,-12.4999881E-03
+152.8000E-06,-43.7499881E-03
+153.0000E-06,-43.7499881E-03
+153.2000E-06,-12.4999881E-03
+153.4000E-06,-43.7499881E-03
+153.6000E-06,-74.9999881E-03
+153.8000E-06,-43.7499881E-03
+154.0000E-06,-43.7499881E-03
+154.2000E-06,-43.7499881E-03
+154.4000E-06,-43.7499881E-03
+154.6000E-06,-43.7499881E-03
+154.8000E-06,-43.7499881E-03
+155.0000E-06,-74.9999881E-03
+155.2000E-06,-43.7499881E-03
+155.4000E-06,-43.7499881E-03
+155.6000E-06,-43.7499881E-03
+155.8000E-06,-74.9999881E-03
+156.0000E-06,+2.1750000119E+00
+156.2000E-06,+2.3000000119E+00
+156.4000E-06,+2.3000000119E+00
+156.6000E-06,+2.3000000119E+00
+156.8000E-06,+2.3000000119E+00
+157.0000E-06,+2.3000000119E+00
+157.2000E-06,+2.3000000119E+00
+157.4000E-06,+2.2687500119E+00
+157.6000E-06,+2.3000000119E+00
+157.8000E-06,+2.2687500119E+00
+158.0000E-06,+2.2687500119E+00
+158.2000E-06,+2.2687500119E+00
+158.4000E-06,+2.2687500119E+00
+158.6000E-06,+2.2687500119E+00
+158.8000E-06,+2.2687500119E+00
+159.0000E-06,+2.2687500119E+00
+159.2000E-06,+2.2687500119E+00
+159.4000E-06,+2.2375000119E+00
+159.6000E-06,+2.2375000119E+00
+159.8000E-06,+2.2687500119E+00
+160.0000E-06,-231.2499881E-03
+160.2000E-06,-168.7499881E-03
+160.4000E-06,-168.7499881E-03
+160.6000E-06,-137.4999881E-03
+160.8000E-06,-106.2499881E-03
+161.0000E-06,-106.2499881E-03
+161.2000E-06,-106.2499881E-03
+161.4000E-06,-106.2499881E-03
+161.6000E-06,-106.2499881E-03
+161.8000E-06,-106.2499881E-03
+162.0000E-06,-74.9999881E-03
+162.2000E-06,-106.2499881E-03
+162.4000E-06,-74.9999881E-03
+162.6000E-06,-106.2499881E-03
+162.8000E-06,-74.9999881E-03
+163.0000E-06,-74.9999881E-03
+163.2000E-06,-74.9999881E-03
+163.4000E-06,-74.9999881E-03
+163.6000E-06,-74.9999881E-03
+163.8000E-06,-74.9999881E-03
